gender,indicator,age_months,l_value,m_value,s_value
female,height,1.28,1.000000,54.718700,0.036170
female,height,1.31,1.000000,54.834800,0.036140
female,height,1.35,1.000000,54.949900,0.036120
female,height,1.38,1.000000,55.064200,0.036090
female,height,1.41,1.000000,55.177700,0.036070
female,height,1.45,1.000000,55.290300,0.036040
female,height,1.48,1.000000,55.402100,0.036020
female,height,1.51,1.000000,55.513000,0.036000
female,height,1.54,1.000000,55.623000,0.035970
female,height,1.58,1.000000,55.732200,0.035950
female,height,1.61,1.000000,55.840600,0.035930
female,height,1.64,1.000000,55.948200,0.035910
female,height,1.68,1.000000,56.054900,0.035880
female,height,1.71,1.000000,56.160900,0.035860
female,height,1.74,1.000000,56.266000,0.035840
female,height,1.77,1.000000,56.370400,0.035820
female,height,1.81,1.000000,56.473900,0.035800
female,height,1.84,1.000000,56.576700,0.035780
female,height,1.87,1.000000,56.678800,0.035760
female,height,1.91,1.000000,56.780000,0.035740
female,height,1.94,1.000000,56.880600,0.035720
female,height,1.97,1.000000,56.980500,0.035700
female,height,2.00,1.000000,57.079600,0.035680
female,height,2.04,1.000000,57.178200,0.035660
female,height,2.07,1.000000,57.276100,0.035640
female,height,2.10,1.000000,57.373300,0.035620
female,height,2.14,1.000000,57.469900,0.035610
female,height,2.17,1.000000,57.565900,0.035590
female,height,2.20,1.000000,57.661300,0.035570
female,height,2.23,1.000000,57.756000,0.035550
female,height,2.27,1.000000,57.850100,0.035530
female,height,2.30,1.000000,57.943600,0.035520
female,height,2.33,1.000000,58.036500,0.035500
female,height,2.37,1.000000,58.128800,0.035480
female,height,2.40,1.000000,58.220600,0.035470
female,height,2.43,1.000000,58.311700,0.035450
female,height,2.46,1.000000,58.402200,0.035430
female,height,2.50,1.000000,58.492200,0.035420
female,height,2.53,1.000000,58.581600,0.035400
female,height,2.56,1.000000,58.670500,0.035390
female,height,2.60,1.000000,58.758800,0.035370
female,height,2.63,1.000000,58.846500,0.035360
female,height,2.66,1.000000,58.933700,0.035340
female,height,2.69,1.000000,59.020400,0.035330
female,height,2.73,1.000000,59.106600,0.035310
female,height,2.76,1.000000,59.192200,0.035300
female,height,2.79,1.000000,59.277300,0.035280
female,height,2.83,1.000000,59.361900,0.035270
female,height,2.86,1.000000,59.445900,0.035260
female,height,2.89,1.000000,59.529500,0.035240
female,height,2.92,1.000000,59.612600,0.035230
female,height,2.96,1.000000,59.695200,0.035210
female,height,2.99,1.000000,59.777300,0.035200
female,height,3.02,1.000000,59.858900,0.035190
female,height,3.06,1.000000,59.940100,0.035170
female,height,3.09,1.000000,60.020900,0.035160
female,height,3.12,1.000000,60.101100,0.035150
female,height,3.15,1.000000,60.181000,0.035140
female,height,3.19,1.000000,60.260300,0.035120
female,height,3.22,1.000000,60.339300,0.035110
female,height,3.25,1.000000,60.417800,0.035100
female,height,3.29,1.000000,60.495800,0.035090
female,height,3.32,1.000000,60.573400,0.035080
female,height,3.35,1.000000,60.650600,0.035060
female,height,3.38,1.000000,60.727300,0.035050
female,height,3.42,1.000000,60.803600,0.035040
female,height,3.45,1.000000,60.879500,0.035030
female,height,3.48,1.000000,60.955000,0.035020
female,height,3.52,1.000000,61.030100,0.035010
female,height,3.55,1.000000,61.104700,0.035000
female,height,3.58,1.000000,61.178900,0.034990
female,height,3.61,1.000000,61.252700,0.034970
female,height,3.65,1.000000,61.326100,0.034960
female,height,3.68,1.000000,61.399100,0.034950
female,height,3.71,1.000000,61.471700,0.034940
female,height,3.75,1.000000,61.543900,0.034930
female,height,3.78,1.000000,61.615600,0.034920
female,height,3.81,1.000000,61.687000,0.034910
female,height,3.84,1.000000,61.758000,0.034900
female,height,3.88,1.000000,61.828600,0.034890
female,height,3.91,1.000000,61.898800,0.034880
female,height,3.94,1.000000,61.968600,0.034870
female,height,3.98,1.000000,62.038100,0.034870
female,height,4.01,1.000000,62.107100,0.034860
female,height,4.04,1.000000,62.175800,0.034850
female,height,4.07,1.000000,62.244100,0.034840
female,height,4.11,1.000000,62.312000,0.034830
female,height,4.14,1.000000,62.379500,0.034820
female,height,4.17,1.000000,62.446700,0.034810
female,height,4.21,1.000000,62.513500,0.034800
female,height,4.24,1.000000,62.580000,0.034790
female,height,4.27,1.000000,62.646100,0.034790
female,height,4.30,1.000000,62.711800,0.034780
female,height,4.34,1.000000,62.777200,0.034770
female,height,4.37,1.000000,62.842300,0.034760
female,height,4.40,1.000000,62.907000,0.034750
female,height,4.44,1.000000,62.971400,0.034750
female,height,4.47,1.000000,63.035400,0.034740
female,height,4.50,1.000000,63.099100,0.034730
female,height,4.53,1.000000,63.162600,0.034720
female,height,4.57,1.000000,63.225700,0.034710
female,height,4.60,1.000000,63.288400,0.034710
female,height,4.63,1.000000,63.350900,0.034700
female,height,4.67,1.000000,63.413100,0.034690
female,height,4.70,1.000000,63.475000,0.034690
female,height,4.73,1.000000,63.536500,0.034680
female,height,4.76,1.000000,63.597800,0.034670
female,height,4.80,1.000000,63.658800,0.034670
female,height,4.83,1.000000,63.719600,0.034660
female,height,4.86,1.000000,63.780000,0.034650
female,height,4.90,1.000000,63.840200,0.034650
female,height,4.93,1.000000,63.900000,0.034640
female,height,4.96,1.000000,63.959700,0.034630
female,height,4.99,1.000000,64.019000,0.034630
female,height,5.03,1.000000,64.078100,0.034620
female,height,5.06,1.000000,64.137000,0.034610
female,height,5.09,1.000000,64.195600,0.034610
female,height,5.13,1.000000,64.253900,0.034600
female,height,5.16,1.000000,64.312000,0.034600
female,height,5.19,1.000000,64.369900,0.034590
female,height,5.22,1.000000,64.427600,0.034590
female,height,5.26,1.000000,64.485000,0.034580
female,height,5.29,1.000000,64.542200,0.034570
female,height,5.32,1.000000,64.599100,0.034570
female,height,5.36,1.000000,64.655900,0.034560
female,height,5.39,1.000000,64.712400,0.034560
female,height,5.42,1.000000,64.768800,0.034550
female,height,5.45,1.000000,64.824900,0.034550
female,height,5.49,1.000000,64.880800,0.034540
female,height,5.52,1.000000,64.936600,0.034540
female,height,5.55,1.000000,64.992100,0.034530
female,height,5.59,1.000000,65.047400,0.034530
female,height,5.62,1.000000,65.102600,0.034530
female,height,5.65,1.000000,65.157600,0.034520
female,height,5.68,1.000000,65.212300,0.034520
female,height,5.72,1.000000,65.267000,0.034510
female,height,5.75,1.000000,65.321400,0.034510
female,height,5.78,1.000000,65.375700,0.034500
female,height,5.82,1.000000,65.429800,0.034500
female,height,5.85,1.000000,65.483700,0.034500
female,height,5.88,1.000000,65.537500,0.034490
female,height,5.91,1.000000,65.591100,0.034490
female,height,5.95,1.000000,65.644500,0.034490
female,height,5.98,1.000000,65.697800,0.034480
male,head,0.00,1.000000,34.461800,0.036860
male,head,0.03,1.000000,34.562000,0.036560
male,head,0.07,1.000000,34.662200,0.036250
male,head,0.10,1.000000,34.762500,0.035950
male,head,0.13,1.000000,34.862700,0.035640
male,head,0.16,1.000000,34.962900,0.035330
male,head,0.20,1.000000,35.063100,0.035030
male,head,0.23,1.000000,35.163400,0.034720
male,head,0.26,1.000000,35.263600,0.034410
male,head,0.30,1.000000,35.363800,0.034110
male,head,0.33,1.000000,35.464000,0.033800
male,head,0.36,1.000000,35.564300,0.033500
male,head,0.39,1.000000,35.664500,0.033190
male,head,0.43,1.000000,35.764700,0.032880
male,head,0.46,1.000000,35.864900,0.032580
male,head,0.49,1.000000,35.965200,0.032480
male,head,0.53,1.000000,36.063200,0.032390
male,head,0.56,1.000000,36.159000,0.032300
male,head,0.59,1.000000,36.252600,0.032210
male,head,0.62,1.000000,36.344100,0.032130
male,head,0.66,1.000000,36.433800,0.032050
male,head,0.69,1.000000,36.521600,0.031970
male,head,0.72,1.000000,36.607800,0.031890
male,head,0.76,1.000000,36.692200,0.031820
male,head,0.79,1.000000,36.775100,0.031750
male,head,0.82,1.000000,36.856600,0.031680
male,head,0.85,1.000000,36.936600,0.031610
male,head,0.89,1.000000,37.015200,0.031540
male,head,0.92,1.000000,37.092600,0.031480
male,head,0.95,1.000000,37.168700,0.031410
male,head,0.99,1.000000,37.243500,0.031350
male,head,1.02,1.000000,37.317200,0.031290
male,head,1.05,1.000000,37.389800,0.031230
male,head,1.08,1.000000,37.461200,0.031180
male,head,1.12,1.000000,37.531600,0.031120
male,head,1.15,1.000000,37.601000,0.031070
male,head,1.18,1.000000,37.669400,0.031010
male,head,1.22,1.000000,37.736800,0.030960
male,head,1.25,1.000000,37.803400,0.030910
male,head,1.28,1.000000,37.869000,0.030860
male,head,1.31,1.000000,37.933800,0.030810
male,head,1.35,1.000000,37.997800,0.030760
male,head,1.38,1.000000,38.060900,0.030720
male,head,1.41,1.000000,38.123300,0.030670
male,head,1.45,1.000000,38.185000,0.030620
male,head,1.48,1.000000,38.245900,0.030580
male,head,1.51,1.000000,38.306100,0.030540
male,head,1.54,1.000000,38.365500,0.030490
male,head,1.58,1.000000,38.424300,0.030450
male,head,1.61,1.000000,38.482400,0.030410
male,head,1.64,1.000000,38.539900,0.030370
male,head,1.68,1.000000,38.596800,0.030330
male,head,1.71,1.000000,38.653000,0.030290
male,head,1.74,1.000000,38.708700,0.030250
male,head,1.77,1.000000,38.763800,0.030210
male,head,1.81,1.000000,38.818300,0.030180
male,head,1.84,1.000000,38.872400,0.030140
male,head,1.87,1.000000,38.925800,0.030100
male,head,1.91,1.000000,38.978800,0.030070
male,head,1.94,1.000000,39.031300,0.030030
male,head,1.97,1.000000,39.083400,0.030000
male,head,2.00,1.000000,39.134900,0.029970
male,head,2.04,1.000000,39.186100,0.029930
male,head,2.07,1.000000,39.236800,0.029900
male,head,2.10,1.000000,39.287100,0.029870
male,head,2.14,1.000000,39.336900,0.029840
male,head,2.17,1.000000,39.386300,0.029810
male,head,2.20,1.000000,39.435300,0.029780
male,head,2.23,1.000000,39.483800,0.029750
male,head,2.27,1.000000,39.532000,0.029720
male,head,2.30,1.000000,39.579700,0.029690
male,head,2.33,1.000000,39.627100,0.029660
male,head,2.37,1.000000,39.674000,0.029630
male,head,2.40,1.000000,39.720600,0.029610
male,head,2.43,1.000000,39.766800,0.029580
male,head,2.46,1.000000,39.812700,0.029550
male,head,2.50,1.000000,39.858100,0.029530
male,head,2.53,1.000000,39.903300,0.029500
male,head,2.56,1.000000,39.948000,0.029480
male,head,2.60,1.000000,39.992400,0.029450
male,head,2.63,1.000000,40.036500,0.029430
male,head,2.66,1.000000,40.080300,0.029400
male,head,2.69,1.000000,40.123700,0.029380
male,head,2.73,1.000000,40.166800,0.029360
male,head,2.76,1.000000,40.209600,0.029330
male,head,2.79,1.000000,40.252100,0.029310
male,head,2.83,1.000000,40.294300,0.029290
male,head,2.86,1.000000,40.336200,0.029270
male,head,2.89,1.000000,40.377800,0.029250
male,head,2.92,1.000000,40.419100,0.029220
male,head,2.96,1.000000,40.460100,0.029200
male,head,2.99,1.000000,40.500800,0.029180
male,head,3.02,1.000000,40.541300,0.029160
male,head,3.06,1.000000,40.581500,0.029140
male,head,3.09,1.000000,40.621400,0.029120
male,head,3.12,1.000000,40.661100,0.029100
male,head,3.15,1.000000,40.700500,0.029080
male,head,3.19,1.000000,40.739600,0.029070
male,head,3.22,1.000000,40.778500,0.029050
male,head,3.25,1.000000,40.817200,0.029030
male,head,3.29,1.000000,40.855500,0.029010
male,head,3.32,1.000000,40.893600,0.028990
male,head,3.35,1.000000,40.931500,0.028980
male,head,3.38,1.000000,40.969100,0.028960
male,head,3.42,1.000000,41.006500,0.028940
male,head,3.45,1.000000,41.043600,0.028930
male,head,3.48,1.000000,41.080500,0.028910
male,head,3.52,1.000000,41.117200,0.028890
male,head,3.55,1.000000,41.153600,0.028880
male,head,3.58,1.000000,41.189800,0.028860
male,head,3.61,1.000000,41.225700,0.028850
male,head,3.65,1.000000,41.261500,0.028830
male,head,3.68,1.000000,41.297000,0.028820
male,head,3.71,1.000000,41.332300,0.028800
male,head,3.75,1.000000,41.367300,0.028790
male,head,3.78,1.000000,41.402200,0.028770
male,head,3.81,1.000000,41.436800,0.028760
male,head,3.84,1.000000,41.471200,0.028750
male,head,3.88,1.000000,41.505400,0.028730
male,head,3.91,1.000000,41.539400,0.028720
male,head,3.94,1.000000,41.573100,0.028710
male,head,3.98,1.000000,41.606700,0.028690
male,head,4.01,1.000000,41.640100,0.028680
male,head,4.04,1.000000,41.673200,0.028670
male,head,4.07,1.000000,41.706200,0.028650
male,head,4.11,1.000000,41.738900,0.028640
male,head,4.14,1.000000,41.771500,0.028630
male,head,4.17,1.000000,41.803800,0.028620
male,head,4.21,1.000000,41.836000,0.028610
male,head,4.24,1.000000,41.868000,0.028590
male,head,4.27,1.000000,41.899700,0.028580
male,head,4.30,1.000000,41.931300,0.028570
male,head,4.34,1.000000,41.962700,0.028560
male,head,4.37,1.000000,41.993900,0.028550
male,head,4.40,1.000000,42.024900,0.028540
male,head,4.44,1.000000,42.055700,0.028530
male,head,4.47,1.000000,42.086400,0.028520
male,head,4.50,1.000000,42.116800,0.028510
male,head,4.53,1.000000,42.147100,0.028500
male,head,4.57,1.000000,42.177200,0.028490
male,head,4.60,1.000000,42.207100,0.028480
male,head,4.63,1.000000,42.236800,0.028470
male,head,4.67,1.000000,42.266400,0.028460
male,head,4.70,1.000000,42.295700,0.028450
male,head,4.73,1.000000,42.324900,0.028440
male,head,4.76,1.000000,42.354000,0.028430
male,head,4.80,1.000000,42.382800,0.028420
male,head,4.83,1.000000,42.411500,0.028410
male,head,4.86,1.000000,42.440000,0.028400
male,head,4.90,1.000000,42.468400,0.028390
male,head,4.93,1.000000,42.496500,0.028390
male,head,4.96,1.000000,42.524600,0.028380
male,head,4.99,1.000000,42.552400,0.028370
male,head,5.03,1.000000,42.580100,0.028360
male,head,5.06,1.000000,42.607600,0.028350
male,head,5.09,1.000000,42.634900,0.028350
male,head,5.13,1.000000,42.662100,0.028340
male,head,5.16,1.000000,42.689200,0.028330
male,head,5.19,1.000000,42.716000,0.028320
male,head,5.22,1.000000,42.742700,0.028320
male,head,5.26,1.000000,42.769300,0.028310
male,head,5.29,1.000000,42.795700,0.028300
male,head,5.32,1.000000,42.821900,0.028290
male,head,5.36,1.000000,42.848000,0.028290
male,head,5.39,1.000000,42.874000,0.028280
male,head,5.42,1.000000,42.899700,0.028270
male,head,5.45,1.000000,42.925400,0.028270
male,head,5.49,1.000000,42.950900,0.028260
male,head,5.52,1.000000,42.976200,0.028250
male,head,5.55,1.000000,43.001400,0.028250
male,head,5.59,1.000000,43.026400,0.028240
male,head,5.62,1.000000,43.051300,0.028230
male,head,5.65,1.000000,43.076100,0.028230
male,head,5.68,1.000000,43.100700,0.028220
male,head,5.72,1.000000,43.125200,0.028220
male,head,5.75,1.000000,43.149500,0.028210
male,head,5.78,1.000000,43.173700,0.028200
male,head,5.82,1.000000,43.197800,0.028200
male,head,5.85,1.000000,43.221700,0.028190
male,head,5.88,1.000000,43.245500,0.028190
male,head,5.91,1.000000,43.269100,0.028180
male,head,5.95,1.000000,43.292700,0.028180
male,head,5.98,1.000000,43.316000,0.028170
female,head,0.00,1.000000,33.878700,0.034960
female,head,0.03,1.000000,33.975000,0.034790
female,head,0.07,1.000000,34.071400,0.034610
female,head,0.10,1.000000,34.167700,0.034440
female,head,0.13,1.000000,34.264000,0.034260
female,head,0.16,1.000000,34.360300,0.034090
female,head,0.20,1.000000,34.456600,0.033910
female,head,0.23,1.000000,34.552900,0.033740
female,head,0.26,1.000000,34.649300,0.033560
female,head,0.30,1.000000,34.745600,0.033390
female,head,0.33,1.000000,34.841900,0.033210
female,head,0.36,1.000000,34.938200,0.033040
female,head,0.39,1.000000,35.034500,0.032860
female,head,0.43,1.000000,35.130900,0.032690
female,head,0.46,1.000000,35.227200,0.032510
female,head,0.49,1.000000,35.321100,0.032480
female,head,0.53,1.000000,35.413000,0.032450
female,head,0.56,1.000000,35.502800,0.032420
female,head,0.59,1.000000,35.590600,0.032390
female,head,0.62,1.000000,35.676600,0.032360
female,head,0.66,1.000000,35.760700,0.032330
female,head,0.69,1.000000,35.843000,0.032310
female,head,0.72,1.000000,35.923700,0.032280
female,head,0.76,1.000000,36.002800,0.032260
female,head,0.79,1.000000,36.080300,0.032230
female,head,0.82,1.000000,36.156300,0.032210
female,head,0.85,1.000000,36.230900,0.032190
female,head,0.89,1.000000,36.304200,0.032170
female,head,0.92,1.000000,36.376100,0.032150
female,head,0.95,1.000000,36.446800,0.032130
female,head,0.99,1.000000,36.516300,0.032110
female,head,1.02,1.000000,36.584600,0.032090
female,head,1.05,1.000000,36.651900,0.032070
female,head,1.08,1.000000,36.718000,0.032060
female,head,1.12,1.000000,36.783100,0.032040
female,head,1.15,1.000000,36.847200,0.032020
female,head,1.18,1.000000,36.910400,0.032000
female,head,1.22,1.000000,36.972600,0.031990
female,head,1.25,1.000000,37.034000,0.031970
female,head,1.28,1.000000,37.094500,0.031960
female,head,1.31,1.000000,37.154100,0.031940
female,head,1.35,1.000000,37.213000,0.031930
female,head,1.38,1.000000,37.271100,0.031910
female,head,1.41,1.000000,37.328400,0.031900
female,head,1.45,1.000000,37.385100,0.031880
female,head,1.48,1.000000,37.441100,0.031870
female,head,1.51,1.000000,37.496400,0.031860
female,head,1.54,1.000000,37.551000,0.031840
female,head,1.58,1.000000,37.605000,0.031830
female,head,1.61,1.000000,37.658400,0.031820
female,head,1.64,1.000000,37.711200,0.031800
female,head,1.68,1.000000,37.763500,0.031790
female,head,1.71,1.000000,37.815200,0.031780
female,head,1.74,1.000000,37.866300,0.031770
female,head,1.77,1.000000,37.916900,0.031760
female,head,1.81,1.000000,37.967100,0.031740
female,head,1.84,1.000000,38.016700,0.031730
female,head,1.87,1.000000,38.065800,0.031720
female,head,1.91,1.000000,38.114500,0.031710
female,head,1.94,1.000000,38.162800,0.031700
female,head,1.97,1.000000,38.210600,0.031690
female,head,2.00,1.000000,38.258000,0.031680
female,head,2.04,1.000000,38.305000,0.031670
female,head,2.07,1.000000,38.351600,0.031660
female,head,2.10,1.000000,38.397800,0.031640
female,head,2.14,1.000000,38.443700,0.031630
female,head,2.17,1.000000,38.489100,0.031620
female,head,2.20,1.000000,38.534200,0.031610
female,head,2.23,1.000000,38.578900,0.031600
female,head,2.27,1.000000,38.623300,0.031590
female,head,2.30,1.000000,38.667300,0.031580
female,head,2.33,1.000000,38.711000,0.031580
female,head,2.37,1.000000,38.754300,0.031570
female,head,2.40,1.000000,38.797300,0.031560
female,head,2.43,1.000000,38.840000,0.031550
female,head,2.46,1.000000,38.882300,0.031540
female,head,2.50,1.000000,38.924400,0.031530
female,head,2.53,1.000000,38.966100,0.031520
female,head,2.56,1.000000,39.007500,0.031510
female,head,2.60,1.000000,39.048700,0.031500
female,head,2.63,1.000000,39.089500,0.031490
female,head,2.66,1.000000,39.130100,0.031490
female,head,2.69,1.000000,39.170400,0.031480
female,head,2.73,1.000000,39.210400,0.031470
female,head,2.76,1.000000,39.250100,0.031460
female,head,2.79,1.000000,39.289600,0.031450
female,head,2.83,1.000000,39.328800,0.031440
female,head,2.86,1.000000,39.367700,0.031440
female,head,2.89,1.000000,39.406400,0.031430
female,head,2.92,1.000000,39.444800,0.031420
female,head,2.96,1.000000,39.483000,0.031410
female,head,2.99,1.000000,39.521000,0.031400
female,head,3.02,1.000000,39.558700,0.031400
female,head,3.06,1.000000,39.596200,0.031390
female,head,3.09,1.000000,39.633500,0.031380
female,head,3.12,1.000000,39.670500,0.031370
female,head,3.15,1.000000,39.707300,0.031370
female,head,3.19,1.000000,39.743800,0.031360
female,head,3.22,1.000000,39.780200,0.031350
female,head,3.25,1.000000,39.816300,0.031340
female,head,3.29,1.000000,39.852200,0.031340
female,head,3.32,1.000000,39.887900,0.031330
female,head,3.35,1.000000,39.923300,0.031320
female,head,3.38,1.000000,39.958600,0.031310
female,head,3.42,1.000000,39.993600,0.031310
female,head,3.45,1.000000,40.028400,0.031300
female,head,3.48,1.000000,40.063000,0.031290
female,head,3.52,1.000000,40.097400,0.031290
female,head,3.55,1.000000,40.131600,0.031280
female,head,3.58,1.000000,40.165600,0.031270
female,head,3.61,1.000000,40.199400,0.031270
female,head,3.65,1.000000,40.233000,0.031260
female,head,3.68,1.000000,40.266400,0.031250
female,head,3.71,1.000000,40.299500,0.031250
female,head,3.75,1.000000,40.332500,0.031240
female,head,3.78,1.000000,40.365300,0.031230
female,head,3.81,1.000000,40.397900,0.031230
female,head,3.84,1.000000,40.430300,0.031220
female,head,3.88,1.000000,40.462500,0.031210
female,head,3.91,1.000000,40.494600,0.031210
female,head,3.94,1.000000,40.526400,0.031200
female,head,3.98,1.000000,40.558100,0.031200
female,head,4.01,1.000000,40.589500,0.031190
female,head,4.04,1.000000,40.620800,0.031180
female,head,4.07,1.000000,40.651900,0.031180
female,head,4.11,1.000000,40.682900,0.031170
female,head,4.14,1.000000,40.713600,0.031170
female,head,4.17,1.000000,40.744200,0.031160
female,head,4.21,1.000000,40.774600,0.031150
female,head,4.24,1.000000,40.804800,0.031150
female,head,4.27,1.000000,40.834800,0.031140
female,head,4.30,1.000000,40.864700,0.031140
female,head,4.34,1.000000,40.894400,0.031130
female,head,4.37,1.000000,40.923900,0.031120
female,head,4.40,1.000000,40.953300,0.031120
female,head,4.44,1.000000,40.982400,0.031110
female,head,4.47,1.000000,41.011500,0.031110
female,head,4.50,1.000000,41.040300,0.031100
female,head,4.53,1.000000,41.069000,0.031100
female,head,4.57,1.000000,41.097500,0.031090
female,head,4.60,1.000000,41.125900,0.031080
female,head,4.63,1.000000,41.154100,0.031080
female,head,4.67,1.000000,41.182100,0.031070
female,head,4.70,1.000000,41.210000,0.031070
female,head,4.73,1.000000,41.237800,0.031060
female,head,4.76,1.000000,41.265300,0.031060
female,head,4.80,1.000000,41.292700,0.031050
female,head,4.83,1.000000,41.320000,0.031050
female,head,4.86,1.000000,41.347100,0.031040
female,head,4.90,1.000000,41.374100,0.031040
female,head,4.93,1.000000,41.400900,0.031030
female,head,4.96,1.000000,41.427500,0.031030
female,head,4.99,1.000000,41.454000,0.031020
female,head,5.03,1.000000,41.480400,0.031020
female,head,5.06,1.000000,41.506600,0.031010
female,head,5.09,1.000000,41.532700,0.031010
female,head,5.13,1.000000,41.558600,0.031000
female,head,5.16,1.000000,41.584400,0.030990
female,head,5.19,1.000000,41.610000,0.030990
female,head,5.22,1.000000,41.635500,0.030980
female,head,5.26,1.000000,41.660900,0.030980
female,head,5.29,1.000000,41.686100,0.030980
female,head,5.32,1.000000,41.711200,0.030970
female,head,5.36,1.000000,41.736200,0.030970
female,head,5.39,1.000000,41.761000,0.030960
female,head,5.42,1.000000,41.785700,0.030960
female,head,5.45,1.000000,41.810200,0.030950
female,head,5.49,1.000000,41.834600,0.030950
female,head,5.52,1.000000,41.858900,0.030940
female,head,5.55,1.000000,41.883100,0.030940
female,head,5.59,1.000000,41.907100,0.030930
female,head,5.62,1.000000,41.931000,0.030930
female,head,5.65,1.000000,41.954800,0.030920
female,head,5.68,1.000000,41.978400,0.030920
female,head,5.72,1.000000,42.001900,0.030910
female,head,5.75,1.000000,42.025300,0.030910
female,head,5.78,1.000000,42.048500,0.030900
female,head,5.82,1.000000,42.071700,0.030900
female,head,5.85,1.000000,42.094700,0.030890
female,head,5.88,1.000000,42.117600,0.030890
female,head,5.91,1.000000,42.140300,0.030890
female,head,5.95,1.000000,42.163000,0.030880
female,head,5.98,1.000000,42.185500,0.030880
